id,name,set,series,generation,publisher,release_date,release_year,artist,supertype,rarity,primary_type,types_display,hp,retreat_cost,set_number
basep-19,Sabrina's Abra,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Atsuko Nishida,Pokémon,Promo,Psychic,Psychic,40.0,,19/53
basep-20,Psyduck,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Kagemaru Himeno,Pokémon,Promo,Water,Water,50.0,1.0,20/53
basep-21,Moltres,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Toshinao Aoki,Pokémon,Promo,Fire,Fire,70.0,1.0,21/53
basep-22,Articuno,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Toshinao Aoki,Pokémon,Promo,Water,Water,70.0,1.0,22/53
basep-23,Zapdos,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Toshinao Aoki,Pokémon,Promo,Lightning,Lightning,70.0,1.0,23/53
basep-24,_____'s Pikachu,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Kagemaru Himeno,Pokémon,Promo,Lightning,Lightning,50.0,1.0,24/53
basep-25,Flying Pikachu,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Toshinao Aoki,Pokémon,Promo,Lightning,Lightning,40.0,1.0,25/53
basep-26,Pikachu,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Gakuji Nomoto,Pokémon,Promo,Lightning,Lightning,40.0,1.0,26/53
basep-27,Pikachu,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Atsuko Nishida,Pokémon,Promo,Lightning,Lightning,30.0,,27/53
basep-28,Surfing Pikachu,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Toshinao Aoki,Pokémon,Promo,Lightning,Lightning,50.0,1.0,28/53
basep-29,Marill,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Ken Sugimori,Pokémon,Promo,Water,Water,50.0,1.0,29/53
basep-30,Togepi,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Ken Sugimori,Pokémon,Promo,Colorless,Colorless,30.0,1.0,30/53
basep-31,Cleffa,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Ken Sugimori,Pokémon,Promo,Colorless,Colorless,30.0,,31/53
basep-32,Smeargle,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Tomokazu Komiya,Pokémon,Promo,Colorless,Colorless,40.0,1.0,32/53
basep-33,Scizor,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Hironobu Yoshida,Pokémon,Promo,Metal,Metal,70.0,2.0,33/53
basep-34,Entei,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Ken Sugimori,Pokémon,Promo,Fire,Fire,80.0,1.0,34/53
basep-35,Pichu,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Ken Sugimori,Pokémon,Promo,Lightning,Lightning,30.0,,35/53
basep-36,Igglybuff,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Kagemaru Himeno,Pokémon,Promo,Colorless,Colorless,30.0,,36/53
basep-37,Hitmontop,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Atsuko Nishida,Pokémon,Promo,Fighting,Fighting,60.0,1.0,37/53
basep-38,Unown [J],Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Hideki Kazama,Pokémon,Promo,Psychic,Psychic,40.0,1.0,38/53
basep-39,Misdreavus,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Shin-ichi Yoshida,Pokémon,Promo,Psychic,Psychic,50.0,1.0,39/53
basep-40,Pokémon Center,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,"""Big Mama"" Tagawa",Trainer,Promo,,,,,40/53
basep-41,Lucky Stadium,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,"""Big Mama"" Tagawa",Trainer,Promo,,,,,41/53
basep-42,Pokémon Tower,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Keiji Kinebuchi,Trainer,Promo,,,,,42/53
basep-43,Machamp,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Tomokazu Komiya,Pokémon,Promo,Fighting,Fighting,90.0,3.0,43/53
basep-44,Magmar,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Atsuko Nishida,Pokémon,Promo,Fire,Fire,60.0,2.0,44/53
basep-45,Scyther,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Hironobu Yoshida,Pokémon,Promo,Grass,Grass,60.0,1.0,45/53
basep-46,Electabuzz,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Miki Tanaka,Pokémon,Promo,Lightning,Lightning,60.0,1.0,46/53
basep-47,Mew,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Ken Sugimori,Pokémon,Promo,Psychic,Psychic,40.0,1.0,47/53
basep-48,Articuno,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Atsuko Nishida,Pokémon,Promo,Water,Water,80.0,2.0,48/53
basep-49,Snorlax,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Craig Turvey,Pokémon,Promo,Colorless,Colorless,90.0,4.0,49/53
basep-50,Celebi,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Hajime Kusajima,Pokémon,Promo,Grass,Grass,50.0,1.0,50/53
basep-51,Rapidash,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Mitsuhiro Arita,Pokémon,Promo,Fire,Fire,60.0,,51/53
basep-52,Ho-oh,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Mitsuhiro Arita,Pokémon,Promo,Fire,Fire,80.0,2.0,52/53
basep-53,Suicune,Wizards Black Star Promos,Base,First,WOTC,1999-07-01,1999,Atsuko Nishida,Pokémon,Promo,Water,Water,70.0,1.0,53/53
base3-1,Aerodactyl,Fossil,Base,First,WOTC,1999-10-10,1999,Kagemaru Himeno,Pokémon,Holo Rare,Fighting,Fighting,60.0,2.0,1/62
base3-2,Articuno,Fossil,Base,First,WOTC,1999-10-10,1999,Mitsuhiro Arita,Pokémon,Holo Rare,Water,Water,70.0,2.0,2/62
base3-3,Ditto,Fossil,Base,First,WOTC,1999-10-10,1999,Keiji Kinebuchi,Pokémon,Holo Rare,Colorless,Colorless,50.0,1.0,3/62
base3-4,Dragonite,Fossil,Base,First,WOTC,1999-10-10,1999,Kagemaru Himeno,Pokémon,Holo Rare,Colorless,Colorless,100.0,1.0,4/62
base3-5,Gengar,Fossil,Base,First,WOTC,1999-10-10,1999,Keiji Kinebuchi,Pokémon,Holo Rare,Psychic,Psychic,80.0,1.0,5/62
base3-6,Haunter,Fossil,Base,First,WOTC,1999-10-10,1999,Ken Sugimori,Pokémon,Holo Rare,Psychic,Psychic,50.0,,6/62
base3-7,Hitmonlee,Fossil,Base,First,WOTC,1999-10-10,1999,Ken Sugimori,Pokémon,Holo Rare,Fighting,Fighting,60.0,1.0,7/62
base3-8,Hypno,Fossil,Base,First,WOTC,1999-10-10,1999,Ken Sugimori,Pokémon,Holo Rare,Psychic,Psychic,90.0,2.0,8/62
base3-9,Kabutops,Fossil,Base,First,WOTC,1999-10-10,1999,Ken Sugimori,Pokémon,Holo Rare,Fighting,Fighting,60.0,1.0,9/62
base3-10,Lapras,Fossil,Base,First,WOTC,1999-10-10,1999,Ken Sugimori,Pokémon,Holo Rare,Water,Water,80.0,2.0,10/62
base3-11,Magneton,Fossil,Base,First,WOTC,1999-10-10,1999,Ken Sugimori,Pokémon,Holo Rare,Lightning,Lightning,80.0,2.0,11/62
base3-12,Moltres,Fossil,Base,First,WOTC,1999-10-10,1999,Mitsuhiro Arita,Pokémon,Holo Rare,Fire,Fire,70.0,2.0,12/62
base3-13,Muk,Fossil,Base,First,WOTC,1999-10-10,1999,Mitsuhiro Arita,Pokémon,Holo Rare,Grass,Grass,70.0,2.0,13/62
base3-14,Raichu,Fossil,Base,First,WOTC,1999-10-10,1999,Mitsuhiro Arita,Pokémon,Holo Rare,Lightning,Lightning,90.0,1.0,14/62
base3-15,Zapdos,Fossil,Base,First,WOTC,1999-10-10,1999,Mitsuhiro Arita,Pokémon,Holo Rare,Lightning,Lightning,80.0,2.0,15/62
base3-16,Aerodactyl,Fossil,Base,First,WOTC,1999-10-10,1999,Kagemaru Himeno,Pokémon,Rare,Fighting,Fighting,60.0,2.0,16/62
base3-17,Articuno,Fossil,Base,First,WOTC,1999-10-10,1999,Mitsuhiro Arita,Pokémon,Rare,Water,Water,70.0,2.0,17/62
base3-18,Ditto,Fossil,Base,First,WOTC,1999-10-10,1999,Keiji Kinebuchi,Pokémon,Rare,Colorless,Colorless,50.0,1.0,18/62
base3-19,Dragonite,Fossil,Base,First,WOTC,1999-10-10,1999,Kagemaru Himeno,Pokémon,Rare,Colorless,Colorless,100.0,1.0,19/62
base3-20,Gengar,Fossil,Base,First,WOTC,1999-10-10,1999,Keiji Kinebuchi,Pokémon,Rare,Psychic,Psychic,80.0,1.0,20/62
base3-21,Haunter,Fossil,Base,First,WOTC,1999-10-10,1999,Ken Sugimori,Pokémon,Rare,Psychic,Psychic,50.0,,21/62
base3-22,Hitmonlee,Fossil,Base,First,WOTC,1999-10-10,1999,Ken Sugimori,Pokémon,Rare,Fighting,Fighting,60.0,1.0,22/62
base3-23,Hypno,Fossil,Base,First,WOTC,1999-10-10,1999,Ken Sugimori,Pokémon,Rare,Psychic,Psychic,90.0,2.0,23/62
base3-24,Kabutops,Fossil,Base,First,WOTC,1999-10-10,1999,Ken Sugimori,Pokémon,Rare,Fighting,Fighting,60.0,1.0,24/62
base3-25,Lapras,Fossil,Base,First,WOTC,1999-10-10,1999,Ken Sugimori,Pokémon,Rare,Water,Water,80.0,2.0,25/62
base3-26,Magneton,Fossil,Base,First,WOTC,1999-10-10,1999,Ken Sugimori,Pokémon,Rare,Lightning,Lightning,80.0,2.0,26/62
base3-27,Moltres,Fossil,Base,First,WOTC,1999-10-10,1999,Mitsuhiro Arita,Pokémon,Rare,Fire,Fire,70.0,2.0,27/62
base3-28,Muk,Fossil,Base,First,WOTC,1999-10-10,1999,Mitsuhiro Arita,Pokémon,Rare,Grass,Grass,70.0,2.0,28/62
base3-29,Raichu,Fossil,Base,First,WOTC,1999-10-10,1999,Mitsuhiro Arita,Pokémon,Rare,Lightning,Lightning,90.0,1.0,29/62
base3-30,Zapdos,Fossil,Base,First,WOTC,1999-10-10,1999,Mitsuhiro Arita,Pokémon,Rare,Lightning,Lightning,80.0,2.0,30/62
base3-31,Arbok,Fossil,Base,First,WOTC,1999-10-10,1999,Ken Sugimori,Pokémon,Uncommon,Grass,Grass,60.0,2.0,31/62
base3-32,Cloyster,Fossil,Base,First,WOTC,1999-10-10,1999,Kagemaru Himeno,Pokémon,Uncommon,Water,Water,50.0,2.0,32/62
base3-33,Gastly,Fossil,Base,First,WOTC,1999-10-10,1999,Mitsuhiro Arita,Pokémon,Uncommon,Psychic,Psychic,50.0,,33/62
base3-34,Golbat,Fossil,Base,First,WOTC,1999-10-10,1999,Kagemaru Himeno,Pokémon,Uncommon,Grass,Grass,60.0,,34/62
base3-35,Golduck,Fossil,Base,First,WOTC,1999-10-10,1999,Kagemaru Himeno,Pokémon,Uncommon,Water,Water,70.0,1.0,35/62
base3-36,Golem,Fossil,Base,First,WOTC,1999-10-10,1999,Kagemaru Himeno,Pokémon,Uncommon,Fighting,Fighting,80.0,4.0,36/62
base3-37,Graveler,Fossil,Base,First,WOTC,1999-10-10,1999,Kagemaru Himeno,Pokémon,Uncommon,Fighting,Fighting,60.0,2.0,37/62
base3-38,Kingler,Fossil,Base,First,WOTC,1999-10-10,1999,Kagemaru Himeno,Pokémon,Uncommon,Water,Water,60.0,3.0,38/62
base3-39,Magmar,Fossil,Base,First,WOTC,1999-10-10,1999,Mitsuhiro Arita,Pokémon,Uncommon,Fire,Fire,70.0,1.0,39/62
base3-40,Omastar,Fossil,Base,First,WOTC,1999-10-10,1999,Ken Sugimori,Pokémon,Uncommon,Water,Water,70.0,1.0,40/62
base3-41,Sandslash,Fossil,Base,First,WOTC,1999-10-10,1999,Ken Sugimori,Pokémon,Uncommon,Fighting,Fighting,70.0,1.0,41/62
base3-42,Seadra,Fossil,Base,First,WOTC,1999-10-10,1999,Ken Sugimori,Pokémon,Uncommon,Water,Water,60.0,1.0,42/62
base3-43,Slowbro,Fossil,Base,First,WOTC,1999-10-10,1999,Kagemaru Himeno,Pokémon,Uncommon,Psychic,Psychic,60.0,1.0,43/62
base3-44,Tentacruel,Fossil,Base,First,WOTC,1999-10-10,1999,Kagemaru Himeno,Pokémon,Uncommon,Water,Water,60.0,,44/62
base3-45,Weezing,Fossil,Base,First,WOTC,1999-10-10,1999,Mitsuhiro Arita,Pokémon,Uncommon,Grass,Grass,60.0,1.0,45/62
base3-46,Ekans,Fossil,Base,First,WOTC,1999-10-10,1999,Kagemaru Himeno,Pokémon,Common,Grass,Grass,40.0,1.0,46/62
base3-47,Geodude,Fossil,Base,First,WOTC,1999-10-10,1999,Kagemaru Himeno,Pokémon,Common,Fighting,Fighting,50.0,1.0,47/62
base3-48,Grimer,Fossil,Base,First,WOTC,1999-10-10,1999,Mitsuhiro Arita,Pokémon,Common,Grass,Grass,50.0,1.0,48/62
base3-49,Horsea,Fossil,Base,First,WOTC,1999-10-10,1999,Mitsuhiro Arita,Pokémon,Common,Water,Water,40.0,,49/62
base3-50,Kabuto,Fossil,Base,First,WOTC,1999-10-10,1999,Ken Sugimori,Pokémon,Common,Fighting,Fighting,30.0,1.0,50/62
base3-51,Krabby,Fossil,Base,First,WOTC,1999-10-10,1999,Mitsuhiro Arita,Pokémon,Common,Water,Water,50.0,2.0,51/62
base3-52,Omanyte,Fossil,Base,First,WOTC,1999-10-10,1999,Kagemaru Himeno,Pokémon,Common,Water,Water,40.0,1.0,52/62
base3-53,Psyduck,Fossil,Base,First,WOTC,1999-10-10,1999,Kagemaru Himeno,Pokémon,Common,Water,Water,50.0,1.0,53/62
base3-54,Shellder,Fossil,Base,First,WOTC,1999-10-10,1999,Mitsuhiro Arita,Pokémon,Common,Water,Water,30.0,1.0,54/62
base3-55,Slowpoke,Fossil,Base,First,WOTC,1999-10-10,1999,Miki Tanaka,Pokémon,Common,Psychic,Psychic,50.0,1.0,55/62
base3-56,Tentacool,Fossil,Base,First,WOTC,1999-10-10,1999,Kagemaru Himeno,Pokémon,Common,Water,Water,30.0,,56/62
base3-57,Zubat,Fossil,Base,First,WOTC,1999-10-10,1999,Kagemaru Himeno,Pokémon,Common,Grass,Grass,40.0,,57/62
base3-58,Mr. Fuji,Fossil,Base,First,WOTC,1999-10-10,1999,Ken Sugimori,Trainer,Uncommon,,,,,58/62
base3-59,Energy Search,Fossil,Base,First,WOTC,1999-10-10,1999,Keiji Kinebuchi,Trainer,Common,,,,,59/62
base3-60,Gambler,Fossil,Base,First,WOTC,1999-10-10,1999,Keiji Kinebuchi,Trainer,Common,,,,,60/62
base3-61,Recycle,Fossil,Base,First,WOTC,1999-10-10,1999,Keiji Kinebuchi,Trainer,Common,,,,,61/62
base3-62,Mysterious Fossil,Fossil,Base,First,WOTC,1999-10-10,1999,Keiji Kinebuchi,Trainer,Common,,,10.0,,62/62
base4-1,Alakazam,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Holo Rare,Psychic,Psychic,80.0,3.0,1/130
base4-2,Blastoise,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Holo Rare,Water,Water,100.0,3.0,2/130
base4-3,Chansey,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Holo Rare,Colorless,Colorless,120.0,1.0,3/130
base4-4,Charizard,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Holo Rare,Fire,Fire,120.0,3.0,4/130
base4-5,Clefable,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Holo Rare,Colorless,Colorless,70.0,2.0,5/130
base4-6,Clefairy,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Holo Rare,Colorless,Colorless,40.0,1.0,6/130
base4-7,Gyarados,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Holo Rare,Water,Water,100.0,3.0,7/130
base4-8,Hitmonchan,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Holo Rare,Fighting,Fighting,70.0,2.0,8/130
base4-9,Magneton,Base Set 2,Base,First,WOTC,2000-02-24,2000,Keiji Kinebuchi,Pokémon,Holo Rare,Lightning,Lightning,60.0,1.0,9/130
base4-10,Mewtwo,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Holo Rare,Psychic,Psychic,60.0,3.0,10/130
base4-11,Nidoking,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Holo Rare,Grass,Grass,90.0,3.0,11/130
base4-12,Nidoqueen,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Holo Rare,Grass,Grass,90.0,3.0,12/130
base4-13,Ninetales,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Holo Rare,Fire,Fire,80.0,1.0,13/130
base4-14,Pidgeot,Base Set 2,Base,First,WOTC,2000-02-24,2000,Kagemaru Himeno,Pokémon,Holo Rare,Colorless,Colorless,80.0,,14/130
base4-15,Poliwrath,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Holo Rare,Water,Water,90.0,3.0,15/130
base4-16,Raichu,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Holo Rare,Lightning,Lightning,80.0,1.0,16/130
base4-17,Scyther,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Holo Rare,Grass,Grass,70.0,,17/130
base4-18,Venusaur,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Holo Rare,Grass,Grass,100.0,2.0,18/130
base4-19,Wigglytuff,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Holo Rare,Colorless,Colorless,80.0,2.0,19/130
base4-20,Zapdos,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Holo Rare,Lightning,Lightning,90.0,3.0,20/130
base4-21,Beedrill,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Rare,Grass,Grass,80.0,,21/130
base4-22,Dragonair,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Rare,Colorless,Colorless,80.0,2.0,22/130
base4-23,Dugtrio,Base Set 2,Base,First,WOTC,2000-02-24,2000,Keiji Kinebuchi,Pokémon,Rare,Fighting,Fighting,70.0,2.0,23/130
base4-24,Electabuzz,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Rare,Lightning,Lightning,70.0,2.0,24/130
base4-25,Electrode,Base Set 2,Base,First,WOTC,2000-02-24,2000,Keiji Kinebuchi,Pokémon,Rare,Lightning,Lightning,80.0,1.0,25/130
base4-26,Kangaskhan,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Rare,Colorless,Colorless,90.0,3.0,26/130
base4-27,Mr. Mime,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Rare,Psychic,Psychic,40.0,1.0,27/130
base4-28,Pidgeotto,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Rare,Colorless,Colorless,60.0,1.0,28/130
base4-29,Pinsir,Base Set 2,Base,First,WOTC,2000-02-24,2000,Kagemaru Himeno,Pokémon,Rare,Grass,Grass,60.0,1.0,29/130
base4-30,Snorlax,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Rare,Colorless,Colorless,90.0,4.0,30/130
base4-31,Venomoth,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Rare,Grass,Grass,70.0,,31/130
base4-32,Victreebel,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Rare,Grass,Grass,80.0,2.0,32/130
base4-33,Arcanine,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Uncommon,Fire,Fire,100.0,3.0,33/130
base4-34,Butterfree,Base Set 2,Base,First,WOTC,2000-02-24,2000,Kagemaru Himeno,Pokémon,Uncommon,Grass,Grass,70.0,,34/130
base4-35,Charmeleon,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Uncommon,Fire,Fire,80.0,1.0,35/130
base4-36,Dewgong,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Uncommon,Water,Water,80.0,3.0,36/130
base4-37,Dodrio,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Uncommon,Colorless,Colorless,70.0,,37/130
base4-38,Dratini,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Uncommon,Colorless,Colorless,40.0,1.0,38/130
base4-39,Exeggutor,Base Set 2,Base,First,WOTC,2000-02-24,2000,Kagemaru Himeno,Pokémon,Uncommon,Grass,Grass,80.0,3.0,39/130
base4-40,Farfetch'd,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Uncommon,Colorless,Colorless,50.0,1.0,40/130
base4-41,Fearow,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Uncommon,Colorless,Colorless,70.0,,41/130
base4-42,Growlithe,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Uncommon,Fire,Fire,60.0,1.0,42/130
base4-43,Haunter,Base Set 2,Base,First,WOTC,2000-02-24,2000,Keiji Kinebuchi,Pokémon,Uncommon,Psychic,Psychic,60.0,1.0,43/130
base4-44,Ivysaur,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Uncommon,Grass,Grass,60.0,1.0,44/130
base4-45,Jynx,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Uncommon,Psychic,Psychic,70.0,2.0,45/130
base4-46,Kadabra,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Uncommon,Psychic,Psychic,60.0,3.0,46/130
base4-47,Kakuna,Base Set 2,Base,First,WOTC,2000-02-24,2000,Keiji Kinebuchi,Pokémon,Uncommon,Grass,Grass,80.0,2.0,47/130
base4-48,Lickitung,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Uncommon,Colorless,Colorless,90.0,3.0,48/130
base4-49,Machoke,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Uncommon,Fighting,Fighting,80.0,3.0,49/130
base4-50,Magikarp,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Uncommon,Water,Water,30.0,1.0,50/130
base4-51,Magmar,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Uncommon,Fire,Fire,50.0,2.0,51/130
base4-52,Marowak,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Uncommon,Fighting,Fighting,60.0,1.0,52/130
base4-53,Nidorina,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Uncommon,Grass,Grass,70.0,1.0,53/130
base4-54,Nidorino,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Uncommon,Grass,Grass,60.0,1.0,54/130
base4-55,Parasect,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Uncommon,Grass,Grass,60.0,1.0,55/130
base4-56,Persian,Base Set 2,Base,First,WOTC,2000-02-24,2000,Kagemaru Himeno,Pokémon,Uncommon,Colorless,Colorless,70.0,,56/130
base4-57,Poliwhirl,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Uncommon,Water,Water,60.0,1.0,57/130
base4-58,Raticate,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Uncommon,Colorless,Colorless,60.0,1.0,58/130
base4-59,Rhydon,Base Set 2,Base,First,WOTC,2000-02-24,2000,Kagemaru Himeno,Pokémon,Uncommon,Fighting,Fighting,100.0,3.0,59/130
base4-60,Seaking,Base Set 2,Base,First,WOTC,2000-02-24,2000,Kagemaru Himeno,Pokémon,Uncommon,Water,Water,70.0,1.0,60/130
base4-61,Seel,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Uncommon,Water,Water,60.0,1.0,61/130
base4-62,Tauros,Base Set 2,Base,First,WOTC,2000-02-24,2000,Kagemaru Himeno,Pokémon,Uncommon,Colorless,Colorless,60.0,2.0,62/130
base4-63,Wartortle,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Uncommon,Water,Water,70.0,1.0,63/130
base4-64,Weepinbell,Base Set 2,Base,First,WOTC,2000-02-24,2000,Kagemaru Himeno,Pokémon,Uncommon,Grass,Grass,70.0,1.0,64/130
base4-65,Abra,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Common,Psychic,Psychic,30.0,,65/130
base4-66,Bellsprout,Base Set 2,Base,First,WOTC,2000-02-24,2000,Kagemaru Himeno,Pokémon,Common,Grass,Grass,40.0,1.0,66/130
base4-67,Bulbasaur,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Common,Grass,Grass,40.0,1.0,67/130
base4-68,Caterpie,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Common,Grass,Grass,40.0,1.0,68/130
base4-69,Charmander,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Common,Fire,Fire,50.0,1.0,69/130
base4-70,Cubone,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Common,Fighting,Fighting,40.0,1.0,70/130
base4-71,Diglett,Base Set 2,Base,First,WOTC,2000-02-24,2000,Keiji Kinebuchi,Pokémon,Common,Fighting,Fighting,30.0,,71/130
base4-72,Doduo,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Common,Colorless,Colorless,50.0,,72/130
base4-73,Drowzee,Base Set 2,Base,First,WOTC,2000-02-24,2000,Ken Sugimori,Pokémon,Common,Psychic,Psychic,50.0,1.0,73/130
base4-74,Exeggcute,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Common,Grass,Grass,50.0,1.0,74/130
base4-75,Gastly,Base Set 2,Base,First,WOTC,2000-02-24,2000,Keiji Kinebuchi,Pokémon,Common,Psychic,Psychic,30.0,,75/130
base4-76,Goldeen,Base Set 2,Base,First,WOTC,2000-02-24,2000,Kagemaru Himeno,Pokémon,Common,Water,Water,40.0,,76/130
base4-77,Jigglypuff,Base Set 2,Base,First,WOTC,2000-02-24,2000,Kagemaru Himeno,Pokémon,Common,Colorless,Colorless,60.0,1.0,77/130
base4-78,Machop,Base Set 2,Base,First,WOTC,2000-02-24,2000,Mitsuhiro Arita,Pokémon,Common,Fighting,Fighting,50.0,1.0,78/130
